Recommended|totally not worth the 4$, worth A LOT more. incredible performance and stability, haven't experienced any issues|15 March
Recommended|Imagine if this was made by StarDock... you'd have to pay $10 a month for it.This is $4 and you get a lifetime license.Any questions? No. Good.Buy it now.|7 December 2017
Recommended|Cool software app. for your desktopGreat software for 4 bucks. Awesome creations in workshop community (not only an anime).Easy to make your own wallpapers. Also smootnes and unpretentious for performance. Awesome desktop like never before.|18 November 2017
Recommended|This is amazing. I never felt like I needed an wallpaper editor (?) But this software.. Man, you can simply put anything you want on your desktop, and it looks amazing. I'm in love with the audio responsive ones, thats just.. beautiful. Now it's a must-have for me, whenever I am not playing a game, watching a video, I am messing around on that or just enjoying some music while looking at my dekstop... It works perfectly, and isn't cpu/gpu intensive, thats just awesome.Totally recommended.|15 January 2017
Recommended|Its just wallpaper, right?But hey! you can change it the way you want; moving and interactive wallpaper, wallpaper that react to sounds and mouse pointer movement, etc. And everything seems nice with little-to-no performance affected.Whats good- Little resource needed for not so demanding wallpaper (3 - 10 MB RAM)- Tons of wallpapers choice, 80% are anime tho.- Install it on every pc where you want to (I use it on all pc on the house and laptop, the program doesn't need Steam to run, neat choice)Whats to be noticed- Crash are rarely happened but its there, 6 months of using WE I only encountered crash about 9-10 times, often when exiting Full screen program, or Chrome browser are acting up.|10 December 2017
Recommended|Too funny, I can't stop playing it, there is so much videos I like, but can only play one at a time, I hope production team add a function to make it can shuffle play the selected videos like a music player.|15 December 2016
Recommended|If moooving/live wallpapers suit your fancy. Then this program is just for you! This here is a genius app that let's you set fancy live wallpapers for you very own desktop!To get even better backgrounds than the ones featured above, be a smart chap and check out the workshop! You’ll definetly find a wallpaper that suits you! It's awesome! People have their jaws drop when they see my setup and dope wallpaper. I love the program. It even launches while your PC boots up! It's great! I love it, you'll love it! Your dog will guaranteed love it! Best thing of all is the price! It’s 3$ (ish)! Definetly worth it.|18 June 2017
Recommended|"Simple, useful, gorgeous"A simple yet so useful software to manage and download animated wallpapers.Whatever are your tastes, you'll find it, if not make it!|16 June 2017
Recommended|The meme possibilities are endless|29 October 2017
Recommended|How to blacklist anime wallpapers:1. Open Wallpaper Engine2. Click on the Filter Icon3. Double Click on where it says 'Anime'4. You should now see a red x and be able to actually use the Community Feature.|11 January
Recommended|A personal MUST HAVE+ Animated desktop wallpapers / Video+ Workshop Support+ Thousands to choose from+ Very easy to use+ Works with multiple monitors+ Lots of "Mature" content (There's a surprisgingly good amount of porn if you need some fapping material)- The large majority of backgrounds are anime related.--------------Side Note: if you are like me you are probably thinking "$4 for a piece of software? Nahhh" but trust me, it is worth it.|11 February
Recommended|Product received for free I set a pornographic movie for my wallpaper 10/10|14 December 2016
Recommended|An incredible program to say the least, I never thought I needed to have moving/animated wallpapers, but after using this; I can't live without them. The steam workshop is awesome and has lots of stuff to customize your desktop for any genre you are into. And if they dont have something you like then you can go and make your own. Amazing software and the right price to pay for it!|11 August 2017
Recommended|I can finally have Shooting Star memes as my wallpaper.I have never felt more alive.|22 April 2017
Recommended|I'm scared of the community|27 November 2017
Recommended|I didn't know how much I needed this until I spent $3.99 on it.|14 April
Recommended|All right so here's what I went thru: - Okay man, it's time I bought this thing.- I mean all these people giving positive reviews and the general review average being overwhelmingly ♥♥♥♥ing positive must mean something, right? I've waited too long. Let's find out.*Purchases software- Where the ♥♥♥♥ is this oh it's under software. *facepalms- All right, it's installed. Let's check this out.- I've heard some bad things about there being a lot of anime tiddies in the workshop bu-*sees galaxy wallpaper- Whoa. That is a nice wallpaper. How does it work, do I just click it?- 200mb? Wtf?*Downloads wallpaper*sees moving wallpaper for the first time in his life*0_0- Duuuuude. That is SO SICK. THERE IS A ♥♥♥♥ING SPINNING GALAXY ON MY DESKTOP NOW MAN.* erratically moves on to different wallpapers- Wait what is that. I want that. That too. Is that moving too? Holy ♥♥♥♥ I want that.- What is that.*applies- WHOA. NICE, Abstract, mountain, view... thing. I dunno wtf that is.*switches to different wallpaper- Hey man look at this, that is so cool!! It's like a- a, uh a- a- a thing. A colorful waterfall blackhole bluehole thing.*sees something else that he wants to download*- WhoaaAA what is that? That is ♥♥♥♥ing amazing man !!! I need dis.*sees something else- I need dis.- Dis too.click click click- Holy crap !!!!- DUDE THAT NEEDS TO BE ON MY DESKTOP, I DON'T KNOW WHY THOUGH.*sees something- OH MY ♥♥♥♥ING GOD* has heart attack_______First of all, don't pay attention to bad reviews that focus on there being a lot of tiddies in the workshop, because you can just filter that sh*t out. I mean unless you don't know how to use a computer? But since you are here, looking for moving wallpapers, I assume you know how to do that. Okay so moving on now that you know how to use a computer.Even though if you don't feel the exact emotions that I portrayed above (because I am known to exaggerate reactions of people including myself), you will still definitely have a "Whoaa, that is so cool!" moment. Like, many many times. Even if you have experienced moving wallpapers before.And even after you purchase this software, use it for a couple months and get used to the concept of moving wallpapers, you will then transform your interest into different things. Like, you will start creating your own stuff. Hell there are even achievements to get in this app.I have only 2 softwares purchased from Steam. And they are both ♥♥♥♥ing gold. One of them is this. I am 100% supportive of this app, and all the revenue it makes is completely deserved. The guy (or girl?) who made this, is a ♥♥♥♥ing genius.This is ♥♥♥♥ing awesome.U NEED DIS|28 September 2017
Recommended|If there are things I'd never regretted buying. This app is one in the list.|16 March
Recommended|you know you've hit a new low when you have masutrbaited to your wallpapers|11 February 2017
Recommended|Wallpaper EngineHonestly thought this was going to be a Software that I would never be using. Well, sure enough, I was wrong about that.Now, what is Wallpaper Engine?Wallpaper Engine is just a Software to be used for, well.. your Desktop or Laptop Wallpaper. But here's a thing, you can make it a Video, Gif, or just an Image with sound playing in the background, sounds neat huh? It's certainly neat, and well worth the price alone when it's not even on sale!This Software is very, very, very easy to use and create Wallpapers to publish on the Steam Workshop!Speaking of Steam Workshop, you don't have to create your own wallpaper, you can also browse the Workshop to whatever you would like! You got your Anime of course, Cars, Cartoon, meme's, etc. The possibilities are endless.I would recommend this to anyone who wants to spice up their life with a Wallpaper that moves and plays sounds!Just make sure your parents aren't around to find out how disappointing you are with HD 2d Anime Women dancing as a your Wallpaper.|22 February
Recommended|Features:-Bring your desktop alive with realtime graphics, videos, applications or websites. âœ…YESâœ…-Personalize your wallpapers with your favorite colors. âœ…YESâœ…-Use interactive wallpapers that can be controlled with your mouse. âœ…YESâœ…-Support for many aspect ratios and native resolutions including 16:9, 21:9, 16:10, 4:3. âœ…YESâœ…-Support for multi monitor environments. âœ…YESâœ…-Wallpapers will pause while playing games. âœ…YESâœ…-Create your own wallpapers with the Wallpaper Editor. âœ…YESâœ…-Use the Steam Workshop to share your wallpapers. âœ…YESâœ…-Wallpaper Engine can be used in parallel to any other Steam game or application. âœ…YESâœ…-Supported video formats: mp4, WebM (Workshop); mp4, WebM, avi, m4v, mov, wmv (local files). âœ…YESâœ…Thank You Kristjan Skutta!GET IT! SUPPORT! SUPPORT! SUPPORT!|18 November 2017
Recommended|A great easy to use live wallpaper softwarecheapHas steam workshopWhich mean moar weeaboo wallpaper obviously|15 December 2016
Recommended|4 well invested dollars/euros, to set great wallpapers or even create them on your own. :)|6 April 2017
Recommended|Just wow... I have been debating this software for a while now and decided to buy it today at full price to try it out and I love it. The videos on the store page for this don't do this software right. The steam workshop is full of amazing 3D backgrounds and videos, but even then it is easy to make your own:) Would reccomend if you are looking for a fun wallpaper:) 8/10|5 March 2017
Recommended|I purchased this software hoping it would return the same functionality Dream Scene (Live Wallaper) did in Windows Vista that was later removed for performance issues. The truth is this software is what Dream Scene should have been and is far more complex and configurable then the official feature ever was. I did a full review of this software at http://barnnerd.com that will be published on 3/9/2017 at 6AM PST.I am in no way affiliated with the company that makes this program and purchased the program for full price from Steam after discovering it. I would however love it if the author of this program contacted me as I would love to speak to him/her about some other features moving forward since I come from a software development background myself.Thank you,Jerry Berg (aka. Barnacules)http://barnnerd.com (YouTube 840k Subscribers / 91 million video views)http://twitter.barnnerd.comhttp://instagram.barnnerd.com|9 March 2017
Recommended|It's literally anything you want for your wallpaper|28 January
Recommended|4$ Well spent.|25 June 2017
Recommended|Wonderful show!Extremely friendly and easy!Animes, Games, Landscapes, Openings, Music!I've never had so much fun since Photoshop CS5!Note 11 \ 10|24 June 2017
Recommended|full of weeb content.|23 August 2017
Recommended|I think I'm in loveBest 4$ I've ever spent|13 February 2017
Recommended|whoever made this is a god|30 April 2017
Recommended|So this guy was telling all the time to buy this thing, and I though: "Why? I don't need it, Who would want to spend ram on this?" Then I logged into his account, tried the software, saw you can have a different wallpaper per monitor plus, some Gwent wallpapers and I bought it. I WAS SO WRONGWORTH EVERY SINGLE DOLLAR. Accidently ReviewedWas this review helpful or maybe even not helpful? Either way join this group for more. Free Keys and Reviews weekly! Steam Group: AccidentlyReviewed|27 April 2017
Recommended|If you like Live Wallpaper this app is for you.The only issue i have is that there is a ton of Softcore pornography. And they don't even categorized it to an adult section. So if you have kids or you are a kid i would not buy this app.But i still would recommend this for the wonderful live wallpapers you can get.|16 January
Recommended|disappoint your parents on a budget|10 July 2017
Recommended|This + Rainmeter = desktop looks beautiful holy ♥♥♥♥EDIT: Forgot to mention, there is little to no performance hit if you combine both Wallpaper Engine and Rainmeter together. Of course there will obviously be a performance hit if you use too many Rainmeter plugins.|2 July 2017
Recommended|Best $4 I've ever spent. I would feel fine buying this at $30. Its a solid piece of software. The amount of available wallpapers is insane. Great gift to give your friends. Very nice.|25 October 2017
Recommended|Well this has very... "creative" wallpapers if ya catch my drift ( ͡° ͜ʖ ͡°)|24 June 2017
Recommended|i beat my meat to my wallpapers|24 December 2017
Recommended|If you ever dreamed of having animated porn wallpapers, this is for you.|26 April
Recommended|Nice program to run a dynamic wallpaper.For its price + workshop = it is worth every penny.Running this on a i7 6700k 32GB RAM GTX 1070It is only using 0.5-1% of my ram, and cpu 0.1-0.4% which is nothing at all.No FPS decrease in game or any general speed slowness. Total score 9.5/10 I recommend this program to anyone that wants to use his own custom wallpapers or some of the cool ones which are published on the workshop.(tip: use the custom filter in the app to remove all the weeb crap, and then you will get the good ones only)|4 September 2017
Recommended|Wallpaper EngineSo my first impression from the Title itself was rather mhh lets say "interesting" so I watched the Trailers which Steam had to offer.The Trailers actually just show a little part of whats possible in this! Its a really really amazing Eninge and I dont see the money I've spent as wasted, no it was worth the money and since there is a Workshop for it and lots of talented people uploading their work in its even better!There are a few issues with the Audiodetecting Wallpapers since when I use my Razer Kraken Chroma 7.1 it only detects the sound from my Microphone basicly what I say but not the music, without it works perfectly, but this is the only thing which bugs me sometimes, maybe I just need to change some options and it'll be fine.Anyways, I really think this is a great Engine worth to buy!Its such a simple idea.. yet its so briliant, really I hope to see more content for Wallpaper Engine and I think it has a long way to go but in that time I wont leave it I will join and see where it will go to.My rating is 10/10 Looking forward to more~|10 May 2017
Recommended|Best app I discovered on Steam so far. Basicly it was bloody time to have a video wallpaper on your PC not only on your PS4. With more than 25k wallpapers on Steam Workshop (flooded though by anime), you cand make your desktop a living masterpiece. You can also design your wallpapers if you have the 'know-how'. Couldn't recommend this more - 10/10 MUST HAVECheck my submissions maybe you'll find something of your liking. Who knows :Dhttps://www.youtube.com/watch?v=XQUS9xLiol0http://steamcommunity.com/sharedfiles/filedetails/?id=855617717http://steamcommunity.com/sharedfiles/filedetails/?id=854277566|2 February 2017
Recommended|Excellent program for animated desktop Wallpapers.There is nothing to write, just need to take and use, the benefit is quite cheap.Of course most people will create Wallpaper in the style of anime.Don't like anime? You can put the filter.Great wallpapers made by creative people.I made an interactive porn wallpaper.You can run porn as a wallpaper.Thanks alot Wallpaper Engine.Whoever made this is a god.|24 March
Recommended|Makes your desktop look better without affecting performance.|3 December 2017
Recommended|You don't even realize there's a chinese steam community until you hop on the workshop10/10, would translate chinese again|18 March 2017
Recommended|10/10 animated anime grills|13 September 2017
Recommended|On one monitor I can have a porn gif and on the other an audio responsive wallpaper 10/10|2 April
Recommended|Probably the greatest thing your desktop or computer will ever witness. You will never need to download a wallpaper off a random website ever again.|27 November 2017
Recommended|Pretty neat tool. I was able to create some decent active wallpapers with Clickteam Fusion before, but this little piece of software makes it a lot easier. Plus that it has a workshop and a ton of wallpapers you can download. Only minor negative thing atm is that the workshop is more or less spammed with anime and Japanese stuff, but there are still some other nice wallpapers on the workshop if you dig through the list. If you are a fan of anime and are japanese, then I guess this would actually be a positive thing :)|31 March 2017
Recommended|It is not a game but an interesting application use for making live wallpaper for PC pros+Insane workshop creationcons-most workshop background are from youtube videoneutral-battery hog if you using a laptop-Insane CPU USAGEconclusion: great tools but when you shutdown and restart your pc, you must always open the program in order to use live wallpaper which is a bit of hassle.|12 April 2017
Recommended|The App crashed, and got an achievement for that. How awesome! 10/10! LIT|9 July 2017
Recommended|I never knew you could do so much with a wallpaper, especially with no performance loss. This software is essential and I cannot imagine using my PC without it. But be warned, Wallpaper Engine is flooded with anime and ecchi. Not a bad thing at all, but it can be overwhelming. Just turn off the "anime" tag.|29 April
Recommended|Never have I ever felt so satisfied off a purchase I made. With tools to construct your own live wallpapers, options to customize adding sound effects/audio,color schemes to select, settings to maintain fluidity (60fps max), controls for CPU and RAM usage, full support of Steam workshop, (variety ranging from audio enabled, interactive and resolutions upto 4k)the ability to add your own custom video clips / gifs, achievements and trading cards to collect,this is the best thing out there that is worth every penny of the price you pay for it.If you are concerned about your in-game fps or the tampering of the performance of your heavy software, mind you, that you can select in preferences to pause your live wallpaper when another program is maximized over the desktop or that which is in focus.I could only wonder where this had been all my life? This is way better than any of the other live wallpaper softwares I've used, such as Stardock Deskscapes 8 where you had to pay more than this product's price for its yearly subscription having features and content no where near what this offers.I whole heartedly recommend this.|23 December 2016
Recommended|By far this is the best software you can get for only $4.It completely delivers what it promises: Live wallpapers for your pc. And it's flawless!You can choose from a large number of wallpapers created by users in the workshop and use it as your own. The program itself is very easy and intuitive to use: Explore the workshop and select the wallpaper you want through the software.The loading time in the Windows startup is less than 5 seconds if you're using a SSD. Using a normal HD it might take up to 30 seconds.You can also create your own wallpaper to use. If you want you can publish it at the workshop so others users can download it. In general I can totally recommend this software, it will bring your desktop to life.|27 June 2017
Recommended|you can run porn as a wallpaper ;))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))|11 June 2017
Recommended|You can get achievements for setting a wallpaper 10/10|21 October 2016
Recommended|+ Lots of contents for your desktop backgrounds.+ Some clock and calendar widgets that are blended into the wallpaper. + Uses very little system resource to run.+ Easy to use interface, and upload large files without much hassle.+ Upload scene, video, web and application wallpaper.- Need more uploads from games and other media. Currently (4/2017) too many anime contents (3D girls dancing your typical ones) flooding the library.- The GUI feels like it's bland. A bit more upgrade on its apperance along with new options would make it appear more polished.// Tried to run it while playing another game caused the in-game sound/music from game to be muted. Could not hear the background's music or the game's music. Turning off the background's setting for audio did nothing for the game. Perhaps I am not suppose to run this while playing a game, but if that is the case (correct me if I am wrong), then the point of having it for setting up live wallpaper would mean nothing.Overall it's an amazing piece of software. Small, flexible for further development, lots of contents and a very cheap price tag means there is more to gain than loose from it. Worth having in your library.|5 April 2017
Recommended|Amazing Desktop App Ok this app is amazing ! Most of my friends picked this up and said it was a real good app . So today i was looking at the top software apps on Steam and saw this on top and decided to go a head and pick it up. Ok now for App Review . This app is a powerfull and easy to use wallpaper proggy . The steam workshop is awesome and has lots of stuff to customize your desktop for any genre you are into. And if they dont have something you like then go and make your own :) The settings allow you to control it fully, so it will not bog down your system when gaming or doing other things.Ok the real seller on this app also is the price $3.99 is a steal !! Get this app if you like to dress up your desktop ! So check it out!|24 July 2017
Recommended|Dancing waifus and cg hentai as wallpapers, what more could you ask for?|22 January 2017
Recommended|my desktop waifu told me "totally worth that $4"|30 July 2017
Recommended|I can now watch my waifu live 24/7 on my desktop. What more could I ask ?EDIT: on the serious notes, you can:> Have a 1080p 60 FPS running wallpaper, interactive with audio yes, your long-waited virtual waifu dream can come true> Access steam workshop to steal use other people creation and feel good about yourself > Create your own wallpaper by with 3D stuff, coding, etc. (see description on the store page)> Run your wallpaper smoothly even on 1080p 60 FPS max setting on potato-run hardware and literally be the only game that you can run on max setting without crashing *sob*This is one of the rarer occassion when an early access does not disappoint and actually become one of my must-haves|4 February 2017
Recommended|The future is now, old man.|8 July 2017
Recommended|It's worth to buy casue you get more than what you expect to get|17 December 2017
Recommended|Now I can look at my taskbar clock and my fancy background clock if I need to tell the time.10/10 would recommend.|20 May 2017
Recommended|Product received for free PROS:- Best software of its kind- Affordable- Easy to use- Beautiful- Animated (not Anime) backgrounds are the bee's knees CONS:- Story feels linear- Gameplay needs a bit of improvement- Extreme lack of character development|24 March
Recommended|Amazing addition for your desktop :)Lots of fun to play with and thousand of different wallpapers to choose from.I really enjoy using it and Im not thinking about dropping it like...ever.Most of the PCs this day should run this no problem :DPros:-Wide variety to choose from.-Simply makes your desktop look SOO much better.-Simple to use.Cons:-Users really need to stop uploading simple snowfilters on top of normal wallpapers. It's okay if they're christmas based. But I even saw summer themes with snow falling. And nothing BUT the snow was animated.-You come across tons of Anime Openings or Simple Youtube Videos. Which I don't really get. Who wants to use a Youtube Video as a Wallpaper? :I Well...I guess that's up to everyone themselfs.Overall:This is a beautiful idea and works really well :DI've been searching for something like this for several years now. And this one is super simple and easily worth the price.|10 August 2017
Recommended|A very basic but efficient concept that should have been done much earlier. I recommend to people who have Multiple Monitors, idle a lot on desktop or just like looking at beautiful backgrounds :DIt is easily worth the price Has a lot of Free downloadble content, Mostly Anime and Gaming related.|1 February 2017
Recommended|Wallpaper engine This software bring alive your desktop whit alive/animated background whit the least ammount of ram usage.This is a MUST BUY if you like to pimp your stuffs![Pros] :-Cheap-Ram friendly-Easy to use-Fantastic results-Workshop support[Cons] :- None! There is no bad things in this software! <3 Feel free to ask any question about this app|14 February 2017
Recommended|I now mainly use my PC on watching anime girls dancing on my desktop.|22 February
Recommended|Honestly astounding piece of software, I purchased this a good 3-4 months before writing this review to really show my honest opinion and all I have to say is my desktop is just not the same without it running in the background.The 'Wallpaper Engine' provides aesthetic artists or witty gamers with the option to fully customize their computers home screen (well at least the home screen/colour scheme) providing them and myself with dazzling wallpapers every time I log into my computer.You can play music videos or games at your desktop and have it play in the background on a loop or tick a option to have it pause once another program is overlaying the desktop maximized mode.Best thing is it runs automatically upon computer start up so their is no need to keep opening Steam and then running the software from your Games tab as it is already their on start up, I have had great fun with the builder and uploaded a few of my own (more for personal pleasure) but from this testing I ran the software in the background as my main concern was performance being reduced, this is not the case.The software pauses itself if selected to stopping the performance of your computer from dropping during gametime or rendering out Artworks or using heavy CPU demanding software which really surprised me.I recommend this to everyone as I was definitely off with it to begin with but I really can't love the desktop now the same without it & the price is just a steal, fantastic product and one of my personal highly recommended.|18 August 2017
Recommended|+best wallpapers i have ever used+good price+nice featureshighly recommended|26 January
Recommended|You get what you pay for, plus you can create your own moving backgrounds.The only negative thing is that you buy background DLCs ... I mean ... Come on.|11 October 2016
Recommended|Disappoint your parents on a budget lol|14 May
Recommended|Great software to spice up your desktop. The best thing about this program is that it is Steam Workshop support so you're pretty much not going to run out of desktops to use for quite some time.You can use 2d or 3d backgrounds with effects, videos, or even applications. If you ever wanted to make your desktop something fancier than just a simple picture, than this is a great place to start.Pros+Simple to understand+Tons of options +Great support for varied resolutions and monitorsCons-You essentially have to spend time on your desktop if using one monitor to appreciateMy con aside of having to spend time in a place you don't typically spend a lot of time at this is a great program to look at getting in order to make your desktop entertaining. The convenience to switch back and forth between all these types of backgrounds is a nice enough reason to recommend this product at full price.Originally posted by Crimson-Albedo:Follow my reviews through my curator at Crim's Humble Opinion|20 March
Recommended|+ 100% worth the 4$+ Workshop with many Wallpapers+ Configurable- Some Wallpapers need much CPU/GPU resources10/10|2 January
Recommended|Too many anime wallpaper|31 August 2017
Recommended|we want more hentai on desktop|25 December 2016
